_c0,userId,gender,n_pages,submit_downgrade,thumbs_down,home,downgrade,roll_advert,cancellation,about,submit_registration,cancel,login,register,add_playlist,nextsong,thumbs_up,error,submit_upgrade,total_length,label
11375,1410147,0,3161,0,25,117,30,5,0,8,0,0,0,0,64,2629,123,4,1,654349,0
11376,1121571,1,3821,0,27,121,32,17,0,6,0,0,0,0,74,3238,157,1,1,803716,0
11377,1183592,0,959,0,8,30,3,25,0,1,0,0,0,0,18,788,42,1,1,194037,0
11378,1255569,0,1079,0,8,35,10,4,1,3,0,1,0,0,18,919,44,0,1,228650,0
11379,1874716,0,656,0,2,18,6,1,1,0,0,1,0,0,16,567,28,0,0,145642,0
11380,1929003,1,1813,0,16,61,19,6,1,1,0,1,0,0,44,1526,74,1,1,378397,0
11381,1304191,1,3396,1,30,103,23,60,0,5,0,0,0,0,66,2812,150,4,2,703109,1
11382,1967634,0,1570,0,10,63,12,3,0,5,0,0,0,0,36,1306,59,0,1,317280,0
11383,1096316,1,922,0,8,30,9,16,0,0,0,0,0,0,26,745,45,1,1,183404,0
11384,1116895,0,2242,0,17,84,15,17,0,4,0,0,0,0,64,1862,85,2,1,469816,0
11385,1016511,1,1355,0,14,54,19,0,1,1,0,1,0,0,26,1124,63,3,0,272849,0
11386,1372019,1,2345,2,22,105,23,37,0,7,0,0,0,0,51,1905,93,2,2,475281,1
11387,1389402,0,1200,0,13,39,7,11,1,2,0,1,0,0,22,1009,35,1,1,251969,0
11388,1905704,1,128,0,0,5,0,8,0,0,0,0,0,0,3,95,7,0,0,23393,0
11389,1341784,1,5614,0,46,197,46,29,0,11,0,0,0,0,120,4732,233,5,1,1173716,0
11390,1942465,1,3353,0,28,118,38,4,0,9,0,0,0,0,83,2794,132,1,1,695815,0
11391,1079501,0,915,0,12,38,10,8,0,2,0,0,0,0,21,733,44,3,1,182190,0
11392,1837563,1,4229,1,37,145,25,63,1,8,0,1,0,0,90,3505,161,6,2,854177,1
11393,1773587,0,2235,1,22,70,17,5,0,2,0,0,0,0,55,1882,106,1,2,465912,1
11394,1788325,1,1959,0,13,65,13,12,1,3,0,1,0,0,54,1648,78,1,1,405696,0
11395,1240914,0,363,0,3,22,0,20,0,1,0,0,0,0,6,277,13,1,0,67939,0
11396,1528635,1,2228,1,29,87,23,23,0,6,0,0,0,0,45,1822,84,0,1,455020,1
11397,1735441,1,283,0,2,14,0,25,0,1,0,0,0,0,4,212,7,0,0,52416,0
11398,1568840,0,372,0,3,18,0,26,0,1,0,0,0,0,6,285,11,1,0,70946,0
11399,1745586,1,3947,1,45,155,26,61,0,5,0,0,0,0,106,3222,150,4,2,799919,1
11400,1142300,0,2499,0,26,82,25,19,0,2,0,0,0,0,44,2083,118,5,1,514470,0
11401,1963874,0,446,0,8,24,0,35,0,3,0,0,0,0,12,334,14,0,0,80760,0
11402,1719479,0,3816,1,28,119,31,6,0,3,0,0,0,0,104,3245,149,3,2,812407,1
11403,1349578,0,128,0,1,8,0,8,0,0,0,0,0,0,3,93,9,1,0,23196,0
11404,1907984,1,57,0,0,4,0,5,1,0,0,1,0,0,1,43,0,0,0,10483,0
11405,1786109,1,1032,0,6,27,7,0,0,5,0,0,0,0,33,875,46,0,0,224285,0
11406,1373725,1,384,0,0,24,0,26,0,0,0,0,0,0,7,296,10,0,0,74910,0
11407,1794858,0,786,0,7,46,0,43,0,2,0,0,0,0,23,593,27,1,0,148706,0
11408,1384966,1,781,1,5,23,7,20,0,3,0,0,0,0,15,647,25,0,1,159516,1
11409,1951644,0,918,0,5,30,7,15,0,1,0,0,0,0,32,767,35,0,1,192602,0
11410,1737667,1,477,0,4,20,5,5,0,2,0,0,0,0,12,394,18,0,1,100413,0
11411,1370381,1,162,0,0,9,0,14,0,0,0,0,0,0,2,121,7,0,0,30284,0
11412,1065284,0,1443,0,11,74,7,41,1,2,0,1,0,0,27,1139,51,0,1,284856,0
11413,1662639,1,7522,3,61,266,83,83,1,15,0,1,0,0,174,6221,315,9,4,1552484,1
11414,1347044,1,2464,0,20,87,28,16,1,3,0,1,0,0,61,2076,86,2,1,521611,0
11415,1417019,0,33,0,0,5,1,0,1,0,0,1,0,0,0,19,1,0,0,4426,0
11416,1633934,0,2044,0,10,75,16,14,0,4,0,0,0,0,52,1720,91,2,1,431885,0
11417,1207143,1,3393,1,26,111,28,3,0,1,0,0,0,0,89,2849,150,1,2,713375,1
11418,1625548,0,1488,0,8,65,1,85,0,3,0,0,0,0,26,1151,51,2,1,285984,0
11419,1608610,1,396,0,4,19,4,12,0,0,0,0,0,0,5,318,10,0,1,80871,0
11420,1138004,1,344,0,1,11,0,17,1,0,0,1,0,0,6,271,9,0,0,69876,0
11421,1199378,0,558,0,1,25,0,36,0,0,0,0,0,0,12,434,23,0,0,106608,0
11422,1240119,1,1131,0,14,45,8,1,0,4,0,0,0,0,30,948,43,0,0,236045,0
11423,1061255,1,783,0,9,26,5,1,0,2,0,0,0,0,19,633,49,0,1,155219,0
11424,1805380,0,5208,0,45,182,44,5,0,7,0,0,0,0,120,4384,212,3,0,1101672,0
11425,1879463,0,41,0,0,2,0,4,0,0,0,0,0,0,1,30,3,0,0,7801,0
11426,1499843,0,1309,0,13,51,11,20,0,1,0,0,0,0,36,1057,51,2,1,263786,0
11427,1166233,1,410,0,7,15,3,8,0,2,0,0,0,0,9,335,11,2,1,84152,0
11428,1140717,1,2275,1,26,76,21,39,0,7,0,0,0,0,44,1868,97,0,1,463075,1
11429,1362985,0,1788,1,15,75,5,87,1,3,0,1,0,0,37,1408,63,0,2,348342,1
11430,1190652,0,245,0,0,15,0,21,1,1,0,1,0,0,3,182,4,0,0,45860,0
11431,1763900,0,4920,1,37,184,41,43,0,7,0,0,0,0,124,4059,211,7,2,1008976,1
11432,1950586,1,191,0,0,6,0,12,0,0,0,0,0,0,9,145,4,0,0,38846,0
11433,1876814,0,559,1,4,19,8,5,0,0,0,0,0,0,13,460,25,0,1,113736,1
11434,1774583,1,309,0,2,13,0,13,0,1,0,0,0,0,9,250,11,1,0,60150,0
11435,1900675,1,643,0,7,33,0,38,0,1,0,0,0,0,8,491,22,0,0,124103,0
11436,1190398,0,2243,0,17,64,22,1,0,6,0,0,0,0,68,1891,110,2,0,475181,0
11437,1627452,0,1249,0,12,38,10,8,1,2,0,1,0,0,35,1037,50,2,1,260245,0
11438,1924011,0,383,0,0,17,0,21,0,1,0,0,0,0,12,298,11,0,0,74080,0
11439,1721938,0,1149,0,9,56,11,28,0,3,0,0,0,0,24,915,42,0,1,226652,0
11440,1482187,1,74,0,1,7,0,5,0,0,0,0,0,0,1,55,2,0,0,13422,0
11441,1160364,0,3524,1,25,127,28,47,0,4,0,0,0,0,89,2910,152,4,2,723072,1
11442,1592374,0,515,1,5,18,1,33,1,2,0,1,0,0,8,407,19,0,1,100911,1
11443,1358952,0,457,0,2,23,0,17,0,1,0,0,0,0,14,348,23,1,0,88554,0
11444,1592652,0,2392,0,25,59,20,1,0,1,0,0,0,0,52,2062,86,4,0,511013,0
11445,1501789,0,1268,0,9,53,4,69,0,0,0,0,0,0,27,989,65,0,1,247681,0
11446,1857171,0,934,0,3,34,3,13,0,2,0,0,0,0,20,782,41,1,1,196454,0
11447,1358233,1,523,0,1,20,2,8,0,1,0,0,0,0,11,443,18,0,1,106163,0
11448,1642886,1,2093,1,9,72,15,32,0,5,0,0,0,0,55,1704,88,1,1,419644,1
11449,1194528,1,1032,0,3,30,14,1,0,1,0,0,0,0,22,881,45,2,0,217117,0
11450,1706885,0,623,0,10,17,9,0,1,0,0,1,0,0,14,515,26,1,0,126076,0
11451,1415687,1,1372,1,6,71,2,69,0,4,0,0,0,0,31,1051,57,1,1,260984,1
11452,1840296,1,328,0,2,14,0,31,0,0,0,0,0,0,4,257,10,0,0,62319,0
11453,1073645,1,1895,0,18,56,17,15,0,0,0,0,0,0,50,1600,72,2,1,396769,0
11454,1968237,1,1058,0,10,31,10,16,0,3,0,0,0,0,20,879,46,1,1,217726,0
11455,1283329,0,1034,0,5,43,6,22,0,3,0,0,0,0,27,836,44,0,1,207882,0
11456,1915222,1,1290,0,17,44,7,1,0,6,0,0,0,0,27,1090,47,0,0,269304,0
11457,1501543,1,3572,0,39,121,22,67,0,4,0,0,0,0,92,2937,145,4,1,728648,0
11458,1882877,1,2471,1,16,99,27,14,0,6,0,0,0,0,62,2032,102,2,2,498321,1
11459,1896822,0,2388,1,16,80,18,8,0,2,0,0,0,0,55,2021,105,1,1,493601,1
11460,1053834,0,186,0,2,9,1,0,0,0,0,0,0,0,4,158,5,1,0,40795,0
11461,1874603,0,3431,3,28,136,41,28,0,6,0,0,0,0,73,2820,148,3,3,705570,1
11462,1342596,0,1744,1,12,55,19,28,0,4,0,0,0,0,40,1449,70,0,1,359720,1
11463,1706054,0,5215,1,39,203,41,94,0,10,0,0,0,0,116,4244,225,3,2,1043405,1
11464,1629144,0,845,1,3,34,7,17,0,0,0,0,0,0,19,699,34,1,1,174813,1
11465,1414562,0,260,0,1,11,0,15,0,2,0,0,0,0,9,196,12,0,0,50844,0
11466,1807543,1,1453,0,10,57,16,10,0,1,0,0,0,0,35,1204,55,5,1,301208,0
11467,1435504,0,417,0,4,14,6,1,0,1,0,0,0,0,9,340,17,0,1,83494,0
11468,1234787,0,2140,1,21,73,22,36,0,4,0,0,0,0,40,1779,80,4,2,442910,1
11469,1695288,0,487,0,2,29,0,33,0,1,0,0,0,0,6,380,20,2,0,96435,0
11470,1357698,1,4870,2,40,194,44,41,0,14,0,0,0,0,109,4027,189,4,2,1001360,1
11471,1433173,0,1261,1,10,53,14,12,0,0,0,0,0,0,33,1049,40,2,1,260952,1
11472,1978986,0,2420,0,30,78,17,11,1,3,0,1,0,0,69,2015,109,0,1,510468,0
11473,1546595,0,1445,0,9,58,7,64,0,4,0,0,0,0,35,1147,60,2,1,285105,0
11474,1850554,1,2986,0,29,96,30,6,0,4,0,0,0,0,74,2504,125,5,1,623663,0
11475,1965456,1,694,0,3,20,2,1,0,0,0,0,0,0,23,581,33,0,0,150613,0
11476,1283739,1,698,0,7,31,5,1,1,1,0,1,0,0,9,584,35,1,0,144230,0
11477,1394812,1,583,0,7,25,2,18,0,0,0,0,0,0,12,444,34,1,1,109046,0
11478,1086918,0,4704,1,39,171,31,54,0,12,0,0,0,0,96,3901,189,5,2,965479,1
11479,1507030,0,317,0,4,8,1,20,1,1,0,1,0,0,5,251,10,0,1,62283,0
11480,1217242,1,2676,0,29,77,22,4,0,6,0,0,0,0,65,2275,100,3,1,561832,0
11481,1394649,1,469,0,3,17,0,27,0,0,0,0,0,0,12,373,18,0,0,94263,0
11482,1397883,1,4904,3,50,151,46,29,0,5,0,0,0,0,126,4117,198,3,3,1016094,1
11483,1099871,1,774,1,8,34,1,43,0,3,0,0,0,0,14,617,24,1,1,155606,1
11484,1073897,1,1604,0,12,53,14,2,0,7,0,0,0,0,33,1353,73,2,1,340764,0
11485,1218066,0,125,0,1,8,1,1,1,2,0,1,0,0,1,95,6,0,1,23755,0
11486,1489346,0,581,0,8,23,7,1,0,0,0,0,0,0,14,492,18,1,0,115522,0
11487,1461610,1,1686,0,9,56,14,2,0,6,0,0,0,0,43,1416,72,0,0,357124,0
11488,1230112,1,2348,0,24,65,14,36,0,10,0,0,0,0,45,1953,113,0,1,488349,0
11489,1352747,1,1726,0,17,59,19,7,1,2,0,1,0,0,30,1438,72,0,1,352936,0
11490,1061454,1,559,0,2,26,2,37,1,0,0,1,0,0,16,431,24,0,1,107820,0
11491,1589050,1,206,0,1,8,0,16,0,1,0,0,0,0,1,159,10,0,0,40048,0
11492,1569606,0,948,0,9,50,8,5,0,0,0,0,0,0,21,758,44,2,1,190566,0
11493,1612389,0,192,0,1,8,0,15,0,0,0,0,0,0,6,146,7,0,0,36392,0
11494,1714463,0,1661,1,14,78,16,54,0,4,0,0,0,0,42,1322,54,1,1,320711,1
11495,1763882,1,428,0,3,11,4,0,1,2,0,1,0,0,11,361,23,0,0,90773,0
11496,1172063,1,1982,1,12,66,14,24,1,3,0,1,0,0,43,1666,73,0,1,415219,1
11497,1121366,0,418,0,2,15,0,0,0,0,0,0,0,0,14,354,16,0,0,87916,0
11498,1168672,0,4743,1,30,169,36,29,0,12,0,0,0,0,117,3948,203,5,2,982049,1
11499,1662870,1,439,0,2,24,0,28,0,1,0,0,0,0,8,340,20,0,0,84982,0
11500,1606432,1,563,0,6,20,6,14,0,1,0,0,0,0,17,452,25,1,1,110651,0
11501,1454424,1,4036,0,33,124,43,4,0,4,0,0,0,0,99,3414,180,6,1,835529,0
11502,1552461,1,2078,1,21,74,14,41,0,3,0,0,0,0,32,1700,89,2,0,422511,1
11503,1392719,1,3938,0,37,143,26,20,1,16,0,1,0,0,93,3310,149,4,1,829322,0
11504,1052895,1,1818,0,6,60,9,26,0,5,0,0,0,0,47,1495,80,2,1,369788,0
11505,1300718,0,514,0,6,21,0,16,0,1,0,0,0,0,9,409,25,0,1,101778,0
11506,1114602,0,304,0,1,12,0,31,0,1,0,0,0,0,1,235,7,0,0,57508,0
11507,1254580,1,1905,1,19,63,24,3,0,0,0,0,0,0,40,1574,95,1,0,396349,1
11508,1758458,1,1833,1,17,78,11,79,0,4,0,0,0,0,35,1445,82,1,1,369313,1
11509,1904948,1,1682,0,12,62,19,2,1,3,0,1,0,0,45,1397,68,0,0,341104,0
11510,1415900,1,1167,0,10,51,10,5,1,4,0,1,0,0,21,968,42,0,1,242454,0
11511,1898030,1,437,0,5,9,0,31,0,1,0,0,0,0,7,354,16,0,0,90397,0
11512,1057060,0,1022,1,6,44,11,1,0,3,0,0,0,0,24,834,43,0,1,207064,1
11513,1316780,0,857,0,12,28,5,13,1,1,0,1,0,0,17,706,31,1,1,171639,0
11514,1599900,0,961,0,9,43,5,1,0,3,0,0,0,0,27,800,32,3,0,202950,0
11515,1369911,1,963,0,6,35,8,2,0,4,0,0,0,0,14,831,31,0,0,204535,0
11516,1597792,0,1556,0,9,51,19,11,1,3,0,1,0,0,27,1285,78,1,1,320241,0
11517,1321499,0,1417,0,10,50,15,4,0,5,0,0,0,0,38,1173,61,1,0,294023,0
11518,1867101,1,159,0,2,5,2,0,1,0,0,1,0,0,6,128,9,0,0,30698,0
11519,1874519,1,1438,0,10,35,8,14,1,1,0,1,0,0,35,1205,70,0,1,298862,0
11520,1853913,1,921,0,12,36,10,1,0,0,0,0,0,0,14,779,29,3,0,191953,0
11521,1204855,1,765,0,5,27,0,40,0,1,0,0,0,0,15,611,34,1,0,150734,0
11522,1056393,1,469,0,1,16,4,6,1,1,0,1,0,0,11,392,21,0,1,95340,0
11523,1802468,1,4163,1,34,166,35,25,0,13,0,0,0,0,99,3457,152,6,2,863629,1
11524,1866474,1,851,0,6,29,9,4,0,1,0,0,0,0,18,705,41,2,1,178609,0
11525,1273222,1,374,0,1,14,4,17,1,2,0,1,0,0,9,293,10,0,1,75385,0
11526,1744852,0,2169,0,22,71,22,2,1,1,0,1,0,0,51,1839,79,2,1,458572,0
11527,1372276,0,320,0,2,10,1,0,0,0,0,0,0,0,8,271,15,0,0,68182,0
11528,1503252,1,2089,0,18,87,12,60,0,2,0,0,0,0,49,1694,68,1,1,420839,0
11529,1513674,0,506,0,4,21,0,25,0,2,0,0,0,0,13,388,23,0,0,100477,0
11530,1909615,0,1804,0,15,55,12,4,1,2,0,1,0,0,37,1512,87,2,1,372476,0
11531,1589667,1,771,1,8,26,4,5,0,2,0,0,0,0,19,642,34,0,1,160449,1
11532,1174869,1,81,0,0,4,0,6,1,0,0,1,0,0,3,57,6,0,0,13451,0
11533,1720456,1,1119,0,11,32,6,12,0,0,0,0,0,0,27,932,54,1,1,225584,0
11534,1522171,0,963,0,6,40,11,0,0,2,0,0,0,0,18,810,46,2,0,199776,0
11535,1476886,0,652,0,4,29,0,37,0,1,0,0,0,0,8,517,31,0,0,128618,0
11536,1677577,0,128,0,3,8,0,8,1,0,0,1,0,0,3,85,2,0,0,19543,0
11537,1890233,0,364,0,2,13,0,19,0,0,0,0,0,0,8,287,16,0,0,71071,0
11538,1983246,0,943,1,6,35,5,21,0,0,0,0,0,0,16,786,28,0,1,194830,1
11539,1506729,0,1867,0,25,54,24,2,0,4,0,0,0,0,60,1552,72,2,0,392049,0
11540,1159718,0,593,2,5,20,7,12,0,3,0,0,0,0,11,471,23,1,2,116995,1
11541,1413487,1,5264,0,38,176,44,23,0,9,0,0,0,0,133,4423,228,4,1,1102422,0
11542,1366010,0,2134,1,11,71,14,8,0,5,0,0,0,0,46,1796,82,5,2,444248,1
11543,1760535,0,2320,0,22,74,27,2,1,6,0,1,0,0,52,1969,89,3,0,488506,0
11544,1704297,1,2267,0,14,70,25,1,0,4,0,0,0,0,63,1908,96,2,1,469827,0
11545,1946679,1,80,0,0,2,0,5,0,0,0,0,0,0,1,65,3,0,0,14918,0
11546,1789127,1,143,0,0,6,0,9,0,0,0,0,0,0,2,113,6,0,0,26908,0
11547,1484816,0,1588,0,14,60,16,3,0,1,0,0,0,0,34,1308,76,0,0,325542,0
11548,1083056,0,3916,2,31,152,33,44,0,7,0,0,0,0,78,3231,153,1,3,808433,1
11549,1124945,0,1369,0,10,53,2,40,0,3,0,0,0,0,24,1129,37,1,1,279553,0
11550,1447294,1,2947,0,24,121,23,50,0,8,0,0,0,0,64,2402,141,3,1,593435,0
11551,1758236,0,550,0,4,16,5,0,0,2,0,0,0,0,10,471,23,0,0,117832,0
11552,1559148,1,283,0,4,13,0,12,0,0,0,0,0,0,7,225,11,1,1,57857,0
11553,1874195,1,837,0,4,35,0,64,0,2,0,0,0,0,16,638,36,1,0,152530,0
11554,1393222,0,1268,1,16,46,10,6,0,3,0,0,0,0,34,1045,52,0,2,261364,1
11555,1329318,1,508,0,4,22,2,20,0,2,0,0,0,0,12,396,20,2,1,98658,0
11556,1172598,0,3796,1,37,131,38,46,0,7,0,0,0,0,92,3127,168,2,2,768806,1
11557,1989390,1,4115,1,32,157,38,5,0,8,0,0,0,0,100,3408,207,3,0,841327,1
11558,1416859,1,516,0,5,22,0,26,0,0,0,0,0,0,16,397,23,1,1,99366,0
11559,1602079,0,1252,0,14,36,15,0,0,4,0,0,0,0,29,1046,59,1,0,262857,0
11560,1071843,0,3382,1,26,118,31,13,0,5,0,0,0,0,90,2814,126,3,2,701025,1
11561,1597491,1,447,0,1,16,2,22,1,0,0,1,0,0,15,349,11,0,1,89424,0
11562,1115407,1,2712,1,17,104,23,15,0,2,0,0,0,0,65,2268,103,4,2,563090,1
11563,1916092,1,1983,0,17,45,12,1,0,4,0,0,0,0,51,1692,101,1,1,418525,0
11564,1321436,0,615,0,3,30,0,45,0,1,0,0,0,0,11,478,20,2,0,118648,0
11565,1987482,1,317,0,2,10,0,29,0,0,0,0,0,0,5,242,12,0,0,59546,0
11566,1322086,1,750,0,5,33,0,33,0,1,0,0,0,0,25,582,21,0,0,142957,0
11567,1222201,0,4136,1,38,148,47,22,0,5,0,0,0,0,96,3456,176,2,2,854310,1
11568,1641863,0,296,0,1,16,0,18,0,1,0,0,0,0,6,227,14,0,0,55858,0
11569,1011925,1,874,0,10,28,8,4,0,0,0,0,0,0,24,731,39,1,1,181550,0
11570,1679878,1,1744,0,13,59,10,1,0,6,0,0,0,0,34,1467,89,1,1,363269,0
11571,1759123,1,4346,2,34,157,31,73,1,6,0,1,0,0,96,3608,166,3,3,904362,1
11572,1172533,1,1333,0,12,48,15,4,0,2,0,0,0,0,28,1123,54,0,0,279372,0
11573,1608437,1,690,1,6,24,3,31,0,0,0,0,0,0,12,559,22,0,1,141765,1
11574,1512118,1,771,0,5,36,6,23,1,3,0,1,0,0,14,609,25,0,1,151124,0
11575,1594625,1,896,1,6,35,6,37,0,1,0,0,0,0,22,723,25,1,2,180129,1
11576,1303114,1,74,0,0,9,0,5,0,0,0,0,0,0,1,52,1,1,0,13641,0
11577,1989214,0,658,0,9,32,0,50,0,1,0,0,0,0,13,500,20,0,0,123145,0
11578,1252986,0,3263,1,28,124,30,14,1,4,0,1,0,0,82,2688,136,6,2,662970,1
11579,1480456,0,401,0,6,14,0,26,1,1,0,1,0,0,2,310,25,0,0,76975,0
11580,1391025,0,1865,1,16,78,17,30,0,5,0,0,0,0,43,1516,76,1,1,374262,1
11581,1610591,0,1739,0,9,69,22,13,0,3,0,0,0,0,38,1434,77,2,1,360101,0
11582,1728500,0,2172,0,15,66,24,2,0,5,0,0,0,0,53,1852,90,1,0,458965,0
11583,1545605,1,1331,1,9,48,17,12,0,4,0,0,0,0,26,1122,49,4,1,282546,1
11584,1028316,1,1837,0,15,72,4,38,0,2,0,0,0,0,47,1507,67,0,1,374883,0
11585,1425609,0,3965,0,35,135,15,104,0,3,0,0,0,0,92,3275,157,2,1,813632,0
11586,1302818,1,233,0,2,10,0,19,0,4,0,0,0,0,6,174,8,0,0,43816,0
11587,1818077,0,356,0,6,18,0,19,0,0,0,0,0,0,12,274,12,0,0,68585,0
11588,1550967,1,1424,0,9,54,10,34,0,3,0,0,0,0,36,1154,62,2,1,285967,0
11589,1732430,1,1161,1,9,49,12,12,0,1,0,0,0,0,31,954,42,0,1,233962,1
11590,1811047,1,1221,0,10,47,10,17,0,2,0,0,0,0,33,1010,50,2,1,250638,0
11591,1757596,1,2453,1,15,80,23,4,1,2,0,1,0,0,60,2054,113,2,1,511081,1
11592,1659285,1,648,0,6,22,3,12,0,1,0,0,0,0,15,528,30,0,1,132610,0
11593,1344901,0,876,0,6,31,5,1,0,6,0,0,0,0,21,744,40,1,0,182149,0
11594,1334613,1,1030,0,6,38,13,6,1,1,0,1,0,0,28,835,56,3,1,207712,0
11595,1639329,1,756,0,8,26,14,3,1,0,0,1,0,0,21,628,33,0,1,153381,0
11596,1736153,0,267,0,2,11,0,18,0,0,0,0,0,0,3,201,16,0,0,51879,0
11597,1295261,0,1436,0,19,56,16,25,0,4,0,0,0,0,31,1169,62,1,1,291367,0
11598,1108138,1,292,0,4,11,0,21,0,1,0,0,0,0,4,220,12,0,0,53030,0
11599,1726109,0,4045,1,26,141,52,22,1,12,0,1,0,0,100,3382,158,4,1,843184,1
11600,1923945,1,1875,0,17,53,14,4,0,0,0,0,0,0,43,1594,80,1,1,391423,0
11601,1322297,1,2650,0,17,96,28,4,0,8,0,0,0,0,53,2209,121,3,0,548757,0
11602,1518646,0,1881,1,10,72,16,37,0,2,0,0,0,0,34,1553,78,4,2,389808,1
11603,1757219,1,266,0,0,10,6,4,1,1,0,1,0,0,10,206,13,1,1,51515,0
11604,1267300,0,603,0,4,30,12,3,0,2,0,0,0,0,9,494,23,1,1,123575,0
11605,1341751,1,1408,1,11,44,13,17,0,1,0,0,0,0,32,1178,57,2,2,296332,1
11606,1085105,0,288,0,1,17,0,18,0,0,0,0,0,0,7,219,10,0,0,57922,0
11607,1800005,0,1183,0,10,40,7,1,0,2,0,0,0,0,26,988,51,0,0,241549,0
11608,1221913,0,3727,0,35,116,29,2,0,8,0,0,0,0,76,3158,171,2,0,793409,0
11609,1936150,1,3322,0,37,118,31,0,0,4,0,0,0,0,69,2817,130,3,0,694588,0
11610,1222164,1,148,0,1,8,0,9,0,1,0,0,0,0,3,114,5,1,0,28647,0
11611,1107543,0,3277,1,21,120,31,29,0,5,0,0,0,0,56,2711,125,6,1,676813,1
11612,1056642,0,282,0,2,14,0,15,0,0,0,0,0,0,5,224,9,1,0,54919,0
11613,1589028,1,154,0,3,8,0,12,0,0,0,0,0,0,3,113,7,0,0,28509,0
11614,1669439,0,4253,2,41,146,42,20,1,3,0,1,0,0,94,3552,180,9,3,884728,1
11615,1538836,0,1267,1,12,38,13,13,0,1,0,0,0,0,26,1047,61,0,0,257121,1
11616,1228759,0,1557,0,12,58,11,1,0,3,0,0,0,0,28,1301,73,1,0,325021,0
11617,1477787,1,6656,2,63,257,57,35,0,8,0,0,0,0,172,5506,262,4,1,1360984,1
11618,1649672,0,2684,1,23,101,23,19,0,5,0,0,0,0,68,2212,116,0,2,546887,1
11619,1883366,0,553,0,5,22,0,28,0,0,0,0,0,0,13,440,11,0,0,107321,0
11620,1216699,0,1093,0,7,34,7,1,1,3,0,1,0,0,18,926,52,0,0,228558,0
11621,1883450,0,1684,1,17,66,11,73,0,3,0,0,0,0,40,1331,69,0,1,328645,1
11622,1439085,1,1456,0,14,68,5,23,0,6,0,0,0,0,44,1169,69,2,1,293007,0
11623,1745397,0,1819,0,10,67,13,22,0,3,0,0,0,0,44,1483,89,1,1,365706,0
11624,1092193,0,1142,0,10,42,10,14,0,1,0,0,0,0,28,938,45,2,1,234746,0
11625,1119943,0,840,0,8,42,10,8,1,2,0,1,0,0,17,690,29,1,1,171718,0
11626,1522431,0,298,1,2,12,6,9,0,0,0,0,0,0,6,238,7,1,1,62624,1
11627,1014846,0,317,0,2,15,0,23,0,2,0,0,0,0,3,251,8,1,0,59202,0
11628,1618206,1,1119,1,12,45,6,8,0,0,0,0,0,0,25,925,49,2,1,236000,1
11629,1669568,0,2738,1,25,93,30,32,0,5,0,0,0,0,72,2254,113,5,2,561166,1
11630,1528827,0,856,0,11,43,10,0,0,1,0,0,0,0,16,701,33,0,0,171983,0
11631,1489731,1,436,0,7,32,0,22,0,2,0,0,0,0,8,322,13,0,0,81435,0
11632,1866160,0,905,0,6,33,10,37,1,1,0,1,0,0,18,728,28,3,1,182531,0
11633,1955117,0,1555,1,25,65,10,48,1,2,0,1,0,0,37,1221,72,0,0,299504,1
11634,1445142,1,382,0,5,19,0,17,0,0,0,0,0,0,10,302,10,0,1,76977,0
11635,1854863,1,370,0,5,16,0,14,0,0,0,0,0,0,10,294,17,0,0,72092,0
11636,1066568,0,657,0,6,24,9,10,1,1,0,1,0,0,18,539,20,0,1,132865,0
11637,1063521,1,189,0,0,9,0,16,0,0,0,0,0,0,3,149,7,0,0,37880,0
11638,1537162,0,3842,1,35,125,29,34,0,8,0,0,0,0,89,3214,155,6,1,799498,1
11639,1540762,1,292,0,4,14,2,4,0,0,0,0,0,0,9,239,6,0,1,58678,0
11640,1638481,0,93,0,0,2,0,9,0,0,0,0,0,0,1,70,5,0,0,17159,0
11641,1311601,0,833,0,11,32,1,26,1,2,0,1,0,0,23,663,33,0,1,163511,0
11642,1059984,1,3271,0,32,114,33,23,0,11,0,0,0,0,88,2687,130,5,1,671945,0
11643,1839439,0,1035,0,8,39,10,6,0,5,0,0,0,0,29,853,43,0,1,215782,0
11644,1124864,1,2737,0,26,95,22,8,0,4,0,0,0,0,67,2310,125,2,1,570862,0
11645,1094051,0,80,0,0,5,0,6,0,0,0,0,0,0,0,62,2,0,0,16466,0
11646,1610582,0,917,0,4,34,0,51,0,0,0,0,0,0,39,698,42,1,1,174046,0
11647,1810228,1,403,0,4,30,0,28,0,1,0,0,0,0,5,295,11,0,0,74927,0
11648,1569452,1,3304,2,36,105,36,21,1,6,0,1,0,0,83,2754,141,4,3,683195,1
11649,1287066,1,2966,0,25,102,24,5,0,6,0,0,0,0,68,2501,133,0,1,615049,0
11650,1700115,0,3346,1,23,113,29,32,0,9,0,0,0,0,63,2799,125,2,0,698212,1
11651,1975599,1,1285,0,12,48,7,21,0,4,0,0,0,0,34,1061,41,3,1,268303,0
11652,1235696,1,2110,0,16,88,18,2,0,10,0,0,0,0,40,1749,101,1,0,432670,0
11653,1612803,0,460,0,4,20,4,12,1,1,0,1,0,0,7,376,16,0,1,95362,0
11654,1976081,0,63,0,2,1,0,4,0,1,0,0,0,0,0,49,1,0,0,11716,0
11655,1026523,0,1299,1,7,53,13,34,0,1,0,0,0,0,33,1042,60,2,2,259367,1
11656,1706337,0,3731,0,28,130,34,13,1,7,0,1,0,0,76,3142,151,5,1,796322,0
11657,1083747,0,540,0,3,26,1,31,1,1,0,1,0,0,14,413,20,1,1,102416,0
